product_name,description,main_category,sub_category,target_group,product_type,features,tags,attributes,price
Sırt Çantası Yağmurluğu,Çanta koruma için su geçirmez ve hafif özellikli çanta yağmurluğu.,Kamp,Aksesuar,Unisex,Çanta Yağmurluğu,"su geçirmez,hafif,esnek","çanta yağmurluğu,kamp,yağmur,trekking","{""kullanim"":[""çanta koruma""],""ortam"":[""yağmur""],""ozellik"":[""su geçirmez"",""hafif"",""esnek""]}",199
Kamp Askı Organizer,Eşya düzenleme için askılı ve çok bölmeli özellikli organizer.,Kamp,Aksesuar,Unisex,Organizer,"askılı,çok bölmeli,katlanabilir","kamp,organizer,çadır,düzen","{""kullanim"":[""eşya düzenleme""],""ortam"":[""çadır"",""kamp""],""ozellik"":[""askılı"",""çok bölmeli"",""katlanabilir""]}",299
Ayarlanabilir El Yayı,Güç antrenmanı için ayarlanabilir ve güç antrenmanı özellikli el yayı.,Spor,Fitness,Unisex,El Yayı,"ayarlanabilir,güç antrenmanı,kompakt","el yayı,fitness,güç,ev","{""kullanim"":[""güç antrenmanı""],""ortam"":[""ev""],""ozellik"":[""ayarlanabilir"",""güç antrenmanı"",""kompakt""]}",199
Karın Kası Tekerleği,Core egzersizi için kaymaz tutuş ve kompakt özellikli ab wheel.,Spor,Fitness,Unisex,Ab Wheel,"kaymaz tutuş,kompakt,core","karın,fitness,ab wheel,ev","{""kullanim"":[""core egzersizi""],""ortam"":[""ev""],""ozellik"":[""kaymaz tutuş"",""kompakt"",""core""]}",299
Kapı Barfiksi,Güç antrenmanı için kapıya takılır ve dayanıklı özellikli barfiks demiri.,Spor,Fitness,Unisex,Barfiks Demiri,"kapıya takılır,dayanıklı,güç","barfiks,fitness,ev,sırt","{""kullanim"":[""güç antrenmanı""],""ortam"":[""ev""],""ozellik"":[""kapıya takılır"",""dayanıklı"",""güç""]}",599
Ağırlık Kemeri,Ağırlık antrenmanı için bel destekli ve dayanıklı özellikli ağırlık kemeri.,Spor,Fitness,Unisex,Ağırlık Kemeri,"bel destekli,dayanıklı,fitness","ağırlık kemeri,fitness,bel desteği,gym","{""kullanim"":[""ağırlık antrenmanı""],""ortam"":[""spor salonu""],""ozellik"":[""bel destekli"",""dayanıklı"",""fitness""]}",699
Koşu Reflektör Yeleği,Koşu için reflektörlü ve hafif özellikli reflektör yelek.,Spor,Koşu,Unisex,Reflektör Yelek,"reflektörlü,hafif,gece koşusu","koşu,gece,reflektör,güvenlik","{""kullanim"":[""koşu""],""ortam"":[""gece"",""dış mekan""],""ozellik"":[""reflektörlü"",""hafif"",""gece koşusu""]}",249
Bisiklet Eldiveni,Bisiklet için kaymaz ve nefes alabilir özellikli bisiklet eldiveni.,Spor,Outdoor,Unisex,Bisiklet Eldiveni,"kaymaz,nefes alabilir,koruyucu","bisiklet,eldiven,spor,outdoor","{""kullanim"":[""bisiklet""],""ortam"":[""dış mekan""],""ozellik"":[""kaymaz"",""nefes alabilir"",""koruyucu""]}",299
Bisiklet Suluk Kafesi,Su taşıma için hafif ve dayanıklı özellikli suluk kafesi.,Spor,Outdoor,Unisex,Suluk Kafesi,"hafif,dayanıklı,bisiklet uyumlu","bisiklet,suluk,matara,outdoor","{""kullanim"":[""su taşıma""],""ortam"":[""bisiklet""],""ozellik"":[""hafif"",""dayanıklı"",""bisiklet uyumlu""]}",199
Yüzücü Gözlüğü,Yüzme için buğu önleyici ve ayarlanabilir özellikli yüzücü gözlüğü.,Spor,Yüzme,Unisex,Yüzücü Gözlüğü,"buğu önleyici,ayarlanabilir,su geçirmez","yüzme,gözlük,havuz,spor","{""kullanim"":[""yüzme""],""ortam"":[""havuz"",""deniz""],""ozellik"":[""buğu önleyici"",""ayarlanabilir"",""su geçirmez""]}",349
Spor Havlusu Mikrofiber,"Spor, ter kurutma için mikrofiber ve hızlı kuruyan özellikli spor havlusu.",Spor,Aksesuar,Unisex,Spor Havlusu,"mikrofiber,hızlı kuruyan,hafif","spor havlusu,gym,mikrofiber,ter","{""kullanim"":[""spor"",""ter kurutma""],""malzeme"":[""mikrofiber""],""ozellik"":[""mikrofiber"",""hızlı kuruyan"",""hafif""]}",249
Bilek Ağırlığı Seti,"Fitness, yürüyüş için ayarlanabilir ve çift özellikli bilek ağırlığı.",Spor,Fitness,Unisex,Bilek Ağırlığı,"ayarlanabilir,çift,fitness","bilek ağırlığı,fitness,ev,antrenman","{""kullanim"":[""fitness"",""yürüyüş""],""ortam"":[""ev"",""dış mekan""],""ozellik"":[""ayarlanabilir"",""çift"",""fitness""]}",399
Yoga Kayışı,"Yoga, esneme için esneme ve dayanıklı özellikli yoga kayışı.",Spor,Yoga,Unisex,Yoga Kayışı,"esneme,dayanıklı,hafif","yoga,kayış,esneme,pilates","{""kullanim"":[""yoga"",""esneme""],""ortam"":[""ev"",""spor salonu""],""ozellik"":[""esneme"",""dayanıklı"",""hafif""]}",149
Denge Tahtası,"Denge egzersizi, core için denge ve core özellikli denge tahtası.",Spor,Fitness,Unisex,Denge Tahtası,"denge,core,dayanıklı","denge tahtası,fitness,core,egzersiz","{""kullanim"":[""denge egzersizi"",""core""],""ortam"":[""ev""],""ozellik"":[""denge"",""core"",""dayanıklı""]}",599
Sporcu Protein Shaker,Içecek hazırlama için sızdırmaz ve ölçekli özellikli shaker.,Spor,Aksesuar,Unisex,Shaker,"sızdırmaz,ölçekli,BPA içermez","shaker,protein,spor,fitness","{""kullanim"":[""içecek hazırlama""],""kapasite"":[""700 ml""],""ozellik"":[""sızdırmaz"",""ölçekli"",""BPA içermez""]}",199
Köpük Roller Masaj,"Kas gevşetme, esneme için masaj ve esneme özellikli foam roller.",Spor,Fitness,Unisex,Foam Roller,"masaj,esneme,kas rahatlatma","foam roller,masaj,fitness,kas","{""kullanim"":[""kas gevşetme"",""esneme""],""ortam"":[""ev"",""spor salonu""],""ozellik"":[""masaj"",""esneme"",""kas rahatlatma""]}",349
Tenis Raketi Başlangıç,Tenis için hafif ve başlangıç özellikli tenis raketi.,Spor,Outdoor,Unisex,Tenis Raketi,"hafif,başlangıç,dayanıklı","tenis,raket,spor,başlangıç","{""kullanim"":[""tenis""],""ortam"":[""kort""],""ozellik"":[""hafif"",""başlangıç"",""dayanıklı""]}",999
Futbol Topu Antrenman,"Futbol, antrenman için dayanıklı ve antrenman özellikli futbol topu.",Spor,Outdoor,Unisex,Futbol Topu,"dayanıklı,antrenman,standart boy","futbol,top,antrenman,spor","{""kullanim"":[""futbol"",""antrenman""],""ortam"":[""saha""],""ozellik"":[""dayanıklı"",""antrenman"",""standart boy""]}",499
Basketbol Topu Outdoor,Basketbol için outdoor ve dayanıklı özellikli basketbol topu.,Spor,Outdoor,Unisex,Basketbol Topu,"outdoor,dayanıklı,tutuşlu","basketbol,top,outdoor,spor","{""kullanim"":[""basketbol""],""ortam"":[""dış saha""],""ozellik"":[""outdoor"",""dayanıklı"",""tutuşlu""]}",549
Spor Diz Bandajı,"Spor, koşu için destekleyici ve elastik özellikli diz bandajı.",Spor,Aksesuar,Unisex,Diz Bandajı,"destekleyici,elastik,spor","diz bandajı,spor,destek,koşu","{""kullanim"":[""spor"",""koşu""],""hedef"":[""diz desteği""],""ozellik"":[""destekleyici"",""elastik"",""spor""]}",249
Kompresyon Çorabı,"Koşu, uzun antrenman için kompresyon ve nefes alabilir özellikli kompresyon çorabı.",Spor,Koşu,Unisex,Kompresyon Çorabı,"kompresyon,nefes alabilir,spor","kompresyon çorabı,koşu,spor,destek","{""kullanim"":[""koşu"",""uzun antrenman""],""hedef"":[""bacak desteği""],""ozellik"":[""kompresyon"",""nefes alabilir"",""spor""]}",299
Antrenman Merdiveni,"Hız çalışması, koordinasyon için hız ve koordinasyon özellikli koordinasyon merdiveni.",Spor,Fitness,Unisex,Koordinasyon Merdiveni,"hız,koordinasyon,taşınabilir","antrenman merdiveni,hız,futbol,fitness","{""kullanim"":[""hız çalışması"",""koordinasyon""],""ortam"":[""saha"",""spor salonu""],""ozellik"":[""hız"",""koordinasyon"",""taşınabilir""]}",399
Spor Kronometre,Antrenman takibi için hassas ve hafif özellikli kronometre.,Spor,Aksesuar,Unisex,Kronometre,"hassas,hafif,antrenman","kronometre,spor,antrenman,zaman","{""kullanim"":[""antrenman takibi""],""ortam"":[""spor alanı""],""ozellik"":[""hassas"",""hafif"",""antrenman""]}",199
Yüzme Bonesi Silikon,Yüzme için silikon ve esnek özellikli yüzme bonesi.,Spor,Yüzme,Unisex,Yüzme Bonesi,"silikon,esnek,suya dayanıklı","bone,yüzme,silikon,havuz","{""kullanim"":[""yüzme""],""malzeme"":[""silikon""],""ozellik"":[""silikon"",""esnek"",""suya dayanıklı""]}",149
Mikrofiber Temizlik Bezi Seti,Temizlik için mikrofiber ve çok amaçlı özellikli temizlik bezi.,Ev & Yaşam,Temizlik,Unisex,Temizlik Bezi,"mikrofiber,çok amaçlı,yıkanabilir","temizlik bezi,mikrofiber,ev,toz","{""kullanim"":[""temizlik""],""malzeme"":[""mikrofiber""],""ozellik"":[""mikrofiber"",""çok amaçlı"",""yıkanabilir""]}",199
Döner Başlıklı Mop Seti,Zemin temizliği için döner başlık ve pratik özellikli mop seti.,Ev & Yaşam,Temizlik,Unisex,Mop Seti,"döner başlık,pratik,zemin temizliği","mop,temizlik,zemin,ev","{""kullanim"":[""zemin temizliği""],""ortam"":[""ev""],""ozellik"":[""döner başlık"",""pratik"",""zemin temizliği""]}",699
Çamaşır Kurutmalık Katlanır,Çamaşır kurutma için katlanır ve geniş özellikli kurutmalık.,Ev & Yaşam,Temizlik,Unisex,Kurutmalık,"katlanır,geniş,yer tasarrufu","kurutmalık,çamaşır,ev,katlanır","{""kullanim"":[""çamaşır kurutma""],""ortam"":[""ev"",""balkon""],""ozellik"":[""katlanır"",""geniş"",""yer tasarrufu""]}",899
Kablo Düzenleyici Kutu,Kablo düzenleme için düzenleyici ve şık özellikli kablo kutusu.,Ev & Yaşam,Düzenleyici,Unisex,Kablo Kutusu,"düzenleyici,şık,güvenli","kablo düzenleyici,ev,ofis,düzen","{""kullanim"":[""kablo düzenleme""],""ortam"":[""ev"",""ofis""],""ozellik"":[""düzenleyici"",""şık"",""güvenli""]}",299
Çekmece İçi Organizer,Eşya düzenleme için bölmeli ve ayarlanabilir özellikli organizer.,Ev & Yaşam,Düzenleyici,Unisex,Organizer,"bölmeli,ayarlanabilir,düzenleyici","çekmece organizer,düzen,ev,bölmeli","{""kullanim"":[""eşya düzenleme""],""ortam"":[""ev""],""ozellik"":[""bölmeli"",""ayarlanabilir"",""düzenleyici""]}",249
Ayakkabılık Çok Katlı,Ayakkabı düzenleme için çok katlı ve metal özellikli ayakkabılık.,Ev & Yaşam,Mobilya,Unisex,Ayakkabılık,"çok katlı,metal,yer tasarrufu","ayakkabılık,düzen,ev,çok katlı","{""kullanim"":[""ayakkabı düzenleme""],""malzeme"":[""metal""],""ozellik"":[""çok katlı"",""metal"",""yer tasarrufu""]}",699
Katlanır Çamaşır Sepeti,Çamaşır toplama için katlanır ve hafif özellikli çamaşır sepeti.,Ev & Yaşam,Düzenleyici,Unisex,Çamaşır Sepeti,"katlanır,hafif,geniş","çamaşır sepeti,katlanır,banyo,ev","{""kullanim"":[""çamaşır toplama""],""ortam"":[""banyo"",""ev""],""ozellik"":[""katlanır"",""hafif"",""geniş""]}",249
LED Okuma Lambası,"Okuma, çalışma için LED ve esnek başlık özellikli okuma lambası.",Ev & Yaşam,Aydınlatma,Unisex,Okuma Lambası,"LED,esnek başlık,şarjlı","okuma lambası,led,çalışma,kitap","{""kullanim"":[""okuma"",""çalışma""],""baglanti"":[""USB""],""ozellik"":[""LED"",""esnek başlık"",""şarjlı""]}",349
Akıllı Gece Lambası,Gece aydınlatma için sensörlü ve yumuşak ışık özellikli gece lambası.,Ev & Yaşam,Aydınlatma,Unisex,Gece Lambası,"sensörlü,yumuşak ışık,enerji tasarruflu","gece lambası,sensör,çocuk,uyku","{""kullanim"":[""gece aydınlatma""],""ortam"":[""çocuk odası"",""koridor""],""ozellik"":[""sensörlü"",""yumuşak ışık"",""enerji tasarruflu""]}",299
Dekoratif Kırlent Seti,Dekorasyon için dekoratif ve yumuşak özellikli kırlent.,Ev & Yaşam,Dekorasyon,Unisex,Kırlent,"dekoratif,yumuşak,çıkarılabilir kılıf","kırlent,dekorasyon,koltuk,ev","{""kullanim"":[""dekorasyon""],""ortam"":[""salon""],""ozellik"":[""dekoratif"",""yumuşak"",""çıkarılabilir kılıf""]}",499
Pamuklu Battaniye,"Uyku, dinlenme için pamuklu ve yumuşak özellikli battaniye.",Ev & Yaşam,Yatak,Unisex,Battaniye,"pamuklu,yumuşak,sıcak","battaniye,pamuk,uyku,kış","{""kullanim"":[""uyku"",""dinlenme""],""mevsim"":[""kış""],""ozellik"":[""pamuklu"",""yumuşak"",""sıcak""]}",799
Anti-Alerjik Yorgan,Uyku için anti-alerjik ve hafif özellikli yorgan.,Ev & Yaşam,Yatak,Unisex,Yorgan,"anti-alerjik,hafif,sıcak tutan","yorgan,anti alerjik,uyku,yatak","{""kullanim"":[""uyku""],""hedef"":[""alerji hassasiyeti""],""ozellik"":[""anti-alerjik"",""hafif"",""sıcak tutan""]}",1499
Banyo Paspası Kaymaz,Banyo için kaymaz ve hızlı kuruyan özellikli banyo paspası.,Ev & Yaşam,Banyo,Unisex,Banyo Paspası,"kaymaz,hızlı kuruyan,yumuşak","banyo paspası,kaymaz,banyo,ev","{""kullanim"":[""banyo""],""ortam"":[""banyo""],""ozellik"":[""kaymaz"",""hızlı kuruyan"",""yumuşak""]}",299
Duş Rafı Askılı,Banyo düzeni için askılı ve paslanmaz özellikli duş rafı.,Ev & Yaşam,Banyo,Unisex,Duş Rafı,"askılı,paslanmaz,çok katlı","duş rafı,banyo,düzen,askılı","{""kullanim"":[""banyo düzeni""],""malzeme"":[""paslanmaz metal""],""ozellik"":[""askılı"",""paslanmaz"",""çok katlı""]}",399
Vakumlu Hurç Seti,Kıyafet saklama için vakumlu ve yer tasarrufu özellikli hurç.,Ev & Yaşam,Düzenleyici,Unisex,Hurç,"vakumlu,yer tasarrufu,set","hurç,vakumlu,dolap,düzen","{""kullanim"":[""kıyafet saklama""],""ortam"":[""dolap""],""ozellik"":[""vakumlu"",""yer tasarrufu"",""set""]}",499
Askılı Dolap Organizer,Dolap düzeni için askılı ve çok bölmeli özellikli dolap organizer.,Ev & Yaşam,Düzenleyici,Unisex,Dolap Organizer,"askılı,çok bölmeli,katlanabilir","dolap organizer,düzen,kıyafet,ev","{""kullanim"":[""dolap düzeni""],""ortam"":[""yatak odası""],""ozellik"":[""askılı"",""çok bölmeli"",""katlanabilir""]}",349
Hava Nemlendirici Ultrasonik,Hava nemlendirme için ultrasonik ve sessiz özellikli hava nemlendirici.,Ev & Yaşam,Temizlik,Unisex,Hava Nemlendirici,"ultrasonik,sessiz,gece modu","hava nemlendirici,ev,sessiz,nem","{""kullanim"":[""hava nemlendirme""],""ortam"":[""ev"",""ofis""],""ozellik"":[""ultrasonik"",""sessiz"",""gece modu""]}",1299
Aroma Difüzör,"Oda kokusu, atmosfer için aromatik ve LED ışıklı özellikli difüzör.",Ev & Yaşam,Dekorasyon,Unisex,Difüzör,"aromatik,LED ışıklı,sessiz","difüzör,aroma,ev,koku","{""kullanim"":[""oda kokusu"",""atmosfer""],""ortam"":[""ev""],""ozellik"":[""aromatik"",""LED ışıklı"",""sessiz""]}",899
Kapı Önü Paspası,Giriş temizliği için kaymaz ve dayanıklı özellikli kapı paspası.,Ev & Yaşam,Dekorasyon,Unisex,Kapı Paspası,"kaymaz,dayanıklı,kolay temizlenir","kapı paspası,ev,giriş,temizlik","{""kullanim"":[""giriş temizliği""],""ortam"":[""kapı önü""],""ozellik"":[""kaymaz"",""dayanıklı"",""kolay temizlenir""]}",249
Mini Masaüstü Vantilatör,Serinleme için USB ve sessiz özellikli vantilatör.,Ev & Yaşam,Aydınlatma,Unisex,Vantilatör,"USB,sessiz,kompakt","vantilatör,masaüstü,usb,yaz","{""kullanim"":[""serinleme""],""mevsim"":[""yaz""],""baglanti"":[""USB""],""ozellik"":[""USB"",""sessiz"",""kompakt""]}",499
Yatak Altı Saklama Kutusu,Eşya saklama için kapaklı ve tekerlekli özellikli saklama kutusu.,Ev & Yaşam,Düzenleyici,Unisex,Saklama Kutusu,"kapaklı,tekerlekli,geniş","saklama kutusu,yatak altı,düzen,ev","{""kullanim"":[""eşya saklama""],""ortam"":[""yatak odası""],""ozellik"":[""kapaklı"",""tekerlekli"",""geniş""]}",399
Katlanır Sehpa,"Servis, çalışma için katlanır ve hafif özellikli sehpa.",Ev & Yaşam,Mobilya,Unisex,Sehpa,"katlanır,hafif,çok amaçlı","sehpa,katlanır,ev,salon","{""kullanim"":[""servis"",""çalışma""],""ortam"":[""salon""],""ozellik"":[""katlanır"",""hafif"",""çok amaçlı""]}",799
Koltuk Şalı,"Dekorasyon, ısınma için yumuşak ve dekoratif özellikli koltuk şalı.",Ev & Yaşam,Dekorasyon,Unisex,Koltuk Şalı,"yumuşak,dekoratif,sıcak","koltuk şalı,dekorasyon,salon,kış","{""kullanim"":[""dekorasyon"",""ısınma""],""mevsim"":[""kış""],""ozellik"":[""yumuşak"",""dekoratif"",""sıcak""]}",449
Perde Işık LED,"Dekorasyon, aydınlatma için LED ve dekoratif özellikli perde işık.",Ev & Yaşam,Aydınlatma,Unisex,Perde Işık,"LED,dekoratif,sıcak ışık","perde ışık,led,dekorasyon,oda","{""kullanim"":[""dekorasyon"",""aydınlatma""],""ortam"":[""oda""],""ozellik"":[""LED"",""dekoratif"",""sıcak ışık""]}",299
Kitap Tutucu Stand,Kitap düzenleme için metal ve dekoratif özellikli kitap standı.,Ev & Yaşam,Dekorasyon,Unisex,Kitap Standı,"metal,dekoratif,düzenleyici","kitap tutucu,stand,ofis,ev","{""kullanim"":[""kitap düzenleme""],""ortam"":[""ofis"",""ev""],""ozellik"":[""metal"",""dekoratif"",""düzenleyici""]}",199
Elektrikli Baharat Öğütücü,Baharat öğütme için elektrikli ve kompakt özellikli baharat öğütücü.,Mutfak,Küçük Ev Aleti,Unisex,Baharat Öğütücü,"elektrikli,kompakt,paslanmaz bıçak","baharat,öğütücü,mutfak,elektrikli","{""kullanim"":[""baharat öğütme""],""ozellik"":[""elektrikli"",""kompakt"",""paslanmaz bıçak""]}",599
Tost Makinesi Granit,"Tost, ızgara için granit plakalı ve ayarlanabilir özellikli tost makinesi.",Mutfak,Küçük Ev Aleti,Unisex,Tost Makinesi,"granit plakalı,ayarlanabilir,kolay temizlik","tost makinesi,kahvaltı,granit,mutfak","{""kullanim"":[""tost"",""ızgara""],""ozellik"":[""granit plakalı"",""ayarlanabilir"",""kolay temizlik""]}",1499
Elektrikli Izgara,"Izgara, pişirme için dumansız ve ayarlanabilir ısı özellikli elektrikli izgara.",Mutfak,Küçük Ev Aleti,Unisex,Elektrikli Izgara,"dumansız,ayarlanabilir ısı,kolay temizlik","ızgara,elektrikli,et,mutfak","{""kullanim"":[""ızgara"",""pişirme""],""ozellik"":[""dumansız"",""ayarlanabilir ısı"",""kolay temizlik""]}",1999
Mutfak Robotu Çok Fonksiyonlu,"Doğrama, rendeleme için çok fonksiyonlu ve güçlü motor özellikli mutfak robotu.",Mutfak,Küçük Ev Aleti,Unisex,Mutfak Robotu,"çok fonksiyonlu,güçlü motor,geniş hazne","mutfak robotu,doğrama,rende,mutfak","{""kullanim"":[""doğrama"",""rendeleme""],""ozellik"":[""çok fonksiyonlu"",""güçlü motor"",""geniş hazne""]}",2999
Elektrikli Su Isıtıcı,Su ısıtma için hızlı ısıtma ve paslanmaz çelik özellikli kettle.,Mutfak,Küçük Ev Aleti,Unisex,Kettle,"hızlı ısıtma,paslanmaz çelik,otomatik kapanma","kettle,su ısıtıcı,çay,mutfak","{""kullanim"":[""su ısıtma""],""ozellik"":[""hızlı ısıtma"",""paslanmaz çelik"",""otomatik kapanma""]}",899
Sebze Doğrayıcı Manuel,Sebze doğrama için manuel ve çok bıçaklı özellikli sebze doğrayıcı.,Mutfak,Aksesuar,Unisex,Sebze Doğrayıcı,"manuel,çok bıçaklı,pratik","sebze doğrayıcı,mutfak,pratik,salata","{""kullanim"":[""sebze doğrama""],""ozellik"":[""manuel"",""çok bıçaklı"",""pratik""]}",299
Silikon Spatula Seti,Pişirme için silikon ve ısıya dayanıklı özellikli spatula seti.,Mutfak,Aksesuar,Unisex,Spatula Seti,"silikon,ısıya dayanıklı,set","spatula,silikon,mutfak,pişirme","{""kullanim"":[""pişirme""],""malzeme"":[""silikon""],""ozellik"":[""silikon"",""ısıya dayanıklı"",""set""]}",249
Bambu Kesme Tahtası,Doğrama için bambu ve dayanıklı özellikli kesme tahtası.,Mutfak,Pişirme,Unisex,Kesme Tahtası,"bambu,dayanıklı,kolay temizlenir","kesme tahtası,bambu,mutfak,doğrama","{""kullanim"":[""doğrama""],""malzeme"":[""bambu""],""ozellik"":[""bambu"",""dayanıklı"",""kolay temizlenir""]}",399
Baharatlık Seti Cam,Baharat saklama için cam ve etiketli özellikli baharatlık.,Mutfak,Saklama,Unisex,Baharatlık,"cam,etiketli,set","baharatlık,cam,mutfak,saklama","{""kullanim"":[""baharat saklama""],""malzeme"":[""cam""],""ozellik"":[""cam"",""etiketli"",""set""]}",349
Kiler Saklama Kutusu,Gıda saklama için kapaklı ve şeffaf özellikli saklama kutusu.,Mutfak,Saklama,Unisex,Saklama Kutusu,"kapaklı,şeffaf,istiflenebilir","saklama kutusu,kiler,mutfak,düzen","{""kullanim"":[""gıda saklama""],""ozellik"":[""kapaklı"",""şeffaf"",""istiflenebilir""]}",499
French Press Cam,Kahve demleme için cam ve paslanmaz filtre özellikli french press.,Mutfak,İçecek,Unisex,French Press,"cam,paslanmaz filtre,kahve","french press,kahve,cam,mutfak","{""kullanim"":[""kahve demleme""],""malzeme"":[""cam""],""ozellik"":[""cam"",""paslanmaz filtre"",""kahve""]}",399
Termos Bardak 500 ml,Içecek taşıma için 500 ml ve sızdırmaz özellikli termos bardak.,Mutfak,İçecek,Unisex,Termos Bardak,"500 ml,sızdırmaz,sıcak tutucu","termos bardak,kahve,seyahat,500 ml","{""kullanim"":[""içecek taşıma""],""kapasite"":[""500 ml""],""ozellik"":[""500 ml"",""sızdırmaz"",""sıcak tutucu""]}",449
Cam Sürahi Kapaklı,Içecek servisi için cam ve kapaklı özellikli sürahi.,Mutfak,İçecek,Unisex,Sürahi,"cam,kapaklı,geniş hacim","sürahi,cam,içecek,mutfak","{""kullanim"":[""içecek servisi""],""malzeme"":[""cam""],""ozellik"":[""cam"",""kapaklı"",""geniş hacim""]}",299
Porselen Yemek Takımı 12 Parça,Yemek servisi için porselen ve 12 parça özellikli yemek takımı.,Mutfak,Servis,Unisex,Yemek Takımı,"porselen,12 parça,şık","yemek takımı,porselen,servis,mutfak","{""kullanim"":[""yemek servisi""],""malzeme"":[""porselen""],""ozellik"":[""porselen"",""12 parça"",""şık""]}",1999
Çelik Çatal Kaşık Seti,Yemek servisi için paslanmaz çelik ve 24 parça özellikli çatal kaşık seti.,Mutfak,Servis,Unisex,Çatal Kaşık Seti,"paslanmaz çelik,24 parça,dayanıklı","çatal kaşık,set,çelik,servis","{""kullanim"":[""yemek servisi""],""malzeme"":[""paslanmaz çelik""],""ozellik"":[""paslanmaz çelik"",""24 parça"",""dayanıklı""]}",899
Fırın Eldiveni Silikon,Fırın kullanımı için silikon ve ısıya dayanıklı özellikli fırın eldiveni.,Mutfak,Pişirme,Unisex,Fırın Eldiveni,"silikon,ısıya dayanıklı,kaymaz","fırın eldiveni,silikon,pişirme,mutfak","{""kullanim"":[""fırın kullanımı""],""malzeme"":[""silikon""],""ozellik"":[""silikon"",""ısıya dayanıklı"",""kaymaz""]}",199
Yağdanlık Cam,Yağ saklama için cam ve damlatmaz özellikli yağdanlık.,Mutfak,Saklama,Unisex,Yağdanlık,"cam,damlatmaz,ölçekli","yağdanlık,cam,mutfak,zeytinyağı","{""kullanim"":[""yağ saklama""],""malzeme"":[""cam""],""ozellik"":[""cam"",""damlatmaz"",""ölçekli""]}",249
Çöp Kutusu Pedallı,Atık toplama için pedallı ve kapaklı özellikli çöp kutusu.,Mutfak,Aksesuar,Unisex,Çöp Kutusu,"pedallı,kapaklı,paslanmaz","çöp kutusu,mutfak,pedallı,temizlik","{""kullanim"":[""atık toplama""],""ortam"":[""mutfak""],""ozellik"":[""pedallı"",""kapaklı"",""paslanmaz""]}",699
Buz Kalıbı Kapaklı,Buz hazırlama için kapaklı ve silikon özellikli buz kalıbı.,Mutfak,Saklama,Unisex,Buz Kalıbı,"kapaklı,silikon,kolay çıkarma","buz kalıbı,silikon,içecek,mutfak","{""kullanim"":[""buz hazırlama""],""malzeme"":[""silikon""],""ozellik"":[""kapaklı"",""silikon"",""kolay çıkarma""]}",149
Mutfak Eldiveni Kesilmez,Doğrama güvenliği için kesilmez ve koruyucu özellikli kesilmez eldiven.,Mutfak,Aksesuar,Unisex,Kesilmez Eldiven,"kesilmez,koruyucu,esnek","kesilmez eldiven,mutfak,doğrama,güvenlik","{""kullanim"":[""doğrama güvenliği""],""hedef"":[""el koruma""],""ozellik"":[""kesilmez"",""koruyucu"",""esnek""]}",199
Airfryer Kağıdı 100'lü,Airfryer pişirme için yağ geçirmez ve 100'lü özellikli airfryer kağıdı.,Mutfak,Pişirme,Unisex,Airfryer Kağıdı,"yağ geçirmez,100'lü,pratik","airfryer,kağıt,pişirme,mutfak","{""kullanim"":[""airfryer pişirme""],""adet"":[""100""],""ozellik"":[""yağ geçirmez"",""100'lü"",""pratik""]}",179
Çelik Rende Seti,Rendeleme için çelik ve çok amaçlı özellikli rende seti.,Mutfak,Aksesuar,Unisex,Rende Seti,"çelik,çok amaçlı,kaymaz","rende,mutfak,sebze,peynir","{""kullanim"":[""rendeleme""],""malzeme"":[""paslanmaz çelik""],""ozellik"":[""çelik"",""çok amaçlı"",""kaymaz""]}",299
Minimal Kartlık Cüzdan,Kart taşıma için ince ve RFID korumalı özellikli kartlık.,Aksesuar,Cüzdan,Unisex,Kartlık,"ince,RFID korumalı,minimal","kartlık,cüzdan,minimal,rfid","{""kullanim"":[""kart taşıma""],""hedef"":[""günlük""],""ozellik"":[""ince"",""RFID korumalı"",""minimal""]}",399
Kadın Omuz Çantası,"Günlük, alışveriş için şık ve fermuarlı özellikli omuz çantası.",Aksesuar,Çanta,Kadın,Omuz Çantası,"şık,fermuarlı,orta boy","kadın,omuz çantası,günlük,şık","{""kullanim"":[""günlük"",""alışveriş""],""ozellik"":[""şık"",""fermuarlı"",""orta boy""]}",1299
Erkek Postacı Çantası,"Iş, okul için askılı ve laptop bölmeli özellikli postacı çantası.",Aksesuar,Çanta,Erkek,Postacı Çantası,"askılı,laptop bölmeli,dayanıklı","erkek,postacı çantası,laptop,iş","{""kullanim"":[""iş"",""okul""],""ozellik"":[""askılı"",""laptop bölmeli"",""dayanıklı""]}",1199
Seyahat Makyaj Çantası,"Seyahat, kozmetik düzeni için bölmeli ve su geçirmez özellikli makyaj çantası.",Aksesuar,Seyahat,Kadın,Makyaj Çantası,"bölmeli,su geçirmez,taşınabilir","makyaj çantası,seyahat,kadın,düzen","{""kullanim"":[""seyahat"",""kozmetik düzeni""],""ozellik"":[""bölmeli"",""su geçirmez"",""taşınabilir""]}",449
Polarize Güneş Gözlüğü Kadın,Güneş koruması için polarize ve UV400 özellikli güneş gözlüğü.,Aksesuar,Gözlük,Kadın,Güneş Gözlüğü,"polarize,UV400,şık","kadın,güneş gözlüğü,polarize,yaz","{""kullanim"":[""güneş koruması""],""mevsim"":[""yaz""],""ozellik"":[""polarize"",""UV400"",""şık""]}",899
